,appId,title,score,rating,review,install,developer,dev_email,dev_web,release
150,ntt.bps.namberwan.allstatntt,Indikator Strategis BPS NTT,4.95,20,13,357,BPS Provinsi Nusa Tenggara Timur,ihpedees@gmail.com,https://ntt.bps.go.id/,"Jan 15, 2019"
151,id.go.ntbprov.ppidntb.ppidntb,PPID NTB,0,0,0,71,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,,"Aug 26, 2019"
152,id.go.ntbprov.diskominfotik.siagantb,Siaga NTB,4.6,10,5,229,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,,"Jul 27, 2020"
153,id.go.ntbprov.ddss,DDSS Mobile,0,0,0,82,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,https://ddss.ntbprov.go.id/,"Oct 11, 2020"
154,id.go.ntbprov.diskominfotik.sdgswebview,SDGs NTB,4.3333335,6,3,399,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,https://sdgs.bappeda.ntbprov.go.id,"Nov 20, 2018"
155,id.go.ntbprov.agendapimpinan.agendapimpinan,Agenda Pimpinan NTB,0,0,0,21,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,https://diskominfotik.ntbprov.go.id/,"Apr 15, 2019"
156,com.bpadntt.petugassamsatt,Petugas Samsat NTT,0,0,0,98,BAPENDA NTT,infosamsatntt@gmail.com,https://bpad.nttprov.go.id/,"Jun 18, 2021"
157,com.bpadntt.petugassamsatt,Petugas Samsat NTT,0,0,0,98,BAPENDA NTT,infosamsatntt@gmail.com,https://bpad.nttprov.go.id/,"Jun 18, 2021"
158,id.go.papua.absensi,ePresensi Papua,4.7,159,67,10918,Global Intermedia,service@papua.go.id,https://absensi.papua.go.id,"Apr 7, 2019"
159,id.go.papua.egov,e-Government Provinsi Papua,5,5,0,1015,Global Intermedia,service@papua.go.id,https://papua.go.id,"Apr 7, 2019"
160,id.go.papua.ppidpapua,PPID Provinsi Papua,0,0,0,277,Global Intermedia,ppid@papua.go.id,https://ppid.papua.go.id,"Sep 16, 2019"
161,id.go.papua.tp2k,TP2K Provinsi Papua,0,0,0,192,Global Intermedia,service@papua.go.id,https://tp2k.papua.go.id,"Apr 7, 2019"
162,com.dalakriau.ricdpmptspriau,RIC DPMPTSP Provinsi Riau,5,9,9,66,RIC DPMPTSP Provinsi Riau,dpmptsp@riau.go.id,http://ric.dpmptsp.riau.go.id,"Dec 31, 2019"
163,com.jdih.provinsiriau,JDIH Provinsi Riau,4.2,20,15,217,Biro Hukum Setda Provinsi Riau,jdih@riau.go.id,https://jdih.riau.go.id,"Sep 4, 2019"
164,com.rspb.edp.sikepo,Sikepo,4.75,12,8,383,EDP RSUD Petala Bumi Provinsi Riau,rsudpetalabumi@riau.go.id,https://rsudpetalabumi.riau.go.id,"Jun 17, 2019"
165,com.rspb.edp.sitaro2,Sitaro,0,0,0,89,EDP RSUD Petala Bumi Provinsi Riau,untukedp@gmail.com,http://simrs.rsudpetalabumi.riau.go.id:8080/sitaro,"Jun 29, 2020"
166,com.wRiauCreativeCentre_8751361,Riau Creative Centre RCC,0,0,0,32,Dinas Pariwisata Provinsi Riau,rcc.disparriau@gmail.com,http://riaucreativecentre.riau.go.id,"Mar 21, 2019"
167,trj.absendishub,Sistem Absensi Berbasis Android (SIBISA),0,0,0,161,DPMPTSP Provinsi Riau,dpmptsp@riau.go.id,,"Dec 15, 2020"
168,com.jdih.provinsiriau,JDIH Provinsi Riau,4.2,20,15,217,Biro Hukum Setda Provinsi Riau,jdih@riau.go.id,https://jdih.riau.go.id,"Sep 4, 2019"
169,com.dalakriau.ricdpmptspriau,RIC DPMPTSP Provinsi Riau,5,9,9,66,RIC DPMPTSP Provinsi Riau,dpmptsp@riau.go.id,http://ric.dpmptsp.riau.go.id,"Dec 31, 2019"
170,com.jemari.provinsiriau,Jemari - Jendela Informasi Pariwisata Riau,3.9230769,13,7,247,Dinas Pariwisata Provinsi Riau,rcc.disparriau@gmail.com,https://jemari.riau.go.id,"Feb 12, 2021"
171,trj.absendishub,Sistem Absensi Berbasis Android (SIBISA),0,0,0,161,DPMPTSP Provinsi Riau,dpmptsp@riau.go.id,,"Dec 15, 2020"
172,com.wRiauCreativeCentre_8751361,Riau Creative Centre RCC,0,0,0,32,Dinas Pariwisata Provinsi Riau,rcc.disparriau@gmail.com,http://riaucreativecentre.riau.go.id,"Mar 21, 2019"
173,id.go.sulbarprov.distan.spdpt,SPDPT Distan Sulbar,0,0,0,60,Dinas Pertanian Provinsi Sulawesi Barat,mul.agritech@gmail.com,https://capi.stis.ac.id,"Nov 25, 2017"
174,sulbar.bps.brs,BRS Sulawesi Barat,4.962963,27,20,124,BPS Provinsi Sulawesi Barat,kasiful.aprianto@bps.go.id,http://sulbar.bps.go.id,"Jun 17, 2019"
175,com.thp.covid19,PaPa Sulbar - Pantau Pandemi Sulawesi Barat,4.549296,71,39,2132,Pemerintah Provinsi Sulawesi Barat,kominfo@sulbarprov.go.id,http://kominfo.sulbarprov.go.id,
176,com.thp.padi,Padi - Portal Data Industri,0,0,0,27,Pemerintah Provinsi Sulawesi Barat,kominfo@sulbarprov.go.id,https://kominfo.sulbarprov.go.id,
177,com.thp.pupr,SIPEMIMPIN,0,0,0,28,Pemerintah Provinsi Sulawesi Barat,kominfo@sulbarprov.go.id,,
178,com.rsud.app,RSUD-Prov.Sulbar,4.8,5,3,160,Pemerintah Provinsi Sulawesi Barat,rsud@sulbarprov.go.id,https://rsud.sulbarprov.go.id,
179,com.thp.pamsulbar,PAM-SULBAR,0,0,0,21,Pemerintah Provinsi Sulawesi Barat,kominfo@sulbarprov.go.id,https://kominfo.sulbarprov.go.id,
180,com.thp.boyangaspirasi,Boyang Aspirasi Prov. Sulbar,0,0,0,32,Pemerintah Provinsi Sulawesi Barat,kominfo@sulbarprov.go.id,http://kominfo.sulbarprov.go.id,
181,id.go.sulbarprov.distan.spdpt,SPDPT Distan Sulbar,0,0,0,60,Dinas Pertanian Provinsi Sulawesi Barat,mul.agritech@gmail.com,https://capi.stis.ac.id,"Nov 25, 2017"
182,com.disdukcapildaldukkbsulsel.disdukcapildaldukkbsulsel,Disdukcapil Dalduk KB Sulsel,0,0,0,129,Compro Innova Solution,dyahlistiana2017@gmail.com,,"Aug 6, 2019"
183,com.kumaladev.latippa,LATIPPA Sulsel,0,0,0,9,KumalaDev,fadli.kumala@gmail.com,http://latippa.com,"Apr 11, 2019"
184,com.siritta.sulsel.prov,SIRITTA Prov.Sulawesi Selatan Ver.2,4.571429,7,1,514,FutuRis Model,putuwahyuappleid87@gmail.com,https://eplanning.sulselprov.go.id,"May 13, 2019"
185,id.go.sulselprov.anak,ArsipNA Keluarga SULSEL,0,0,0,69,Pemerintah Provinsi Sulawesi Selatan,egov.datacenter@gmail.com,,"Nov 5, 2020"
186,id.go.sulselprov.baper,Baruga Sulsel,4.3394494,159,61,7458,Pemerintah Provinsi Sulawesi Selatan,barugasulsel@gmail.com,http://baruga.sulselprov.go.id,"Oct 9, 2018"
187,id.go.sulselprov.baruga.barugamonitoring,Baruga Monitoring,0,0,0,55,Pemerintah Provinsi Sulawesi Selatan,baruga@sulselprov.go.id,https://baruga.sulselprov.go.id/,"Aug 20, 2019"
188,id.go.sulselprov.data,Open Data Prov. Sulsel,0,0,0,75,Pemerintah Provinsi Sulawesi Selatan,barugasulsel@gmail.com,https://data.sulselprov.go.id,"Oct 17, 2020"
189,id.go.sulselprov.simap,Simap Sulsel,0,0,0,5,Pemerintah Provinsi Sulawesi Selatan,egov.datacenter@gmail.com,https://simap-new.sulselprov.go.id,"Jul 27, 2021"
190,id.go.sulselprov.smartoffice,SmartOffice Prov. Sulsel,4.80198,258,85,10499,Pemerintah Provinsi Sulawesi Selatan,diskominfo@sulselprov.go.id,https://smartoffice.sulselprov.go.id,"Jun 25, 2019"
191,id.go.sulselprov.smartoffice,SmartOffice Prov. Sulsel,4.80198,258,85,10499,Pemerintah Provinsi Sulawesi Selatan,diskominfo@sulselprov.go.id,https://smartoffice.sulselprov.go.id,"Jun 25, 2019"
192,id.go.sulselprov.baper,Baruga Sulsel,4.3394494,159,61,7458,Pemerintah Provinsi Sulawesi Selatan,barugasulsel@gmail.com,http://baruga.sulselprov.go.id,"Oct 9, 2018"
193,id.go.sulselprov.simap,Simap Sulsel,0,0,0,5,Pemerintah Provinsi Sulawesi Selatan,egov.datacenter@gmail.com,https://simap-new.sulselprov.go.id,"Jul 27, 2021"
194,id.go.sulselprov.anak,ArsipNA Keluarga SULSEL,0,0,0,69,Pemerintah Provinsi Sulawesi Selatan,egov.datacenter@gmail.com,,"Nov 5, 2020"
195,id.go.sulselprov.data,Open Data Prov. Sulsel,0,0,0,75,Pemerintah Provinsi Sulawesi Selatan,barugasulsel@gmail.com,https://data.sulselprov.go.id,"Oct 17, 2020"
196,id.go.sulselprov.baruga.barugamonitoring,Baruga Monitoring,0,0,0,55,Pemerintah Provinsi Sulawesi Selatan,baruga@sulselprov.go.id,https://baruga.sulselprov.go.id/,"Aug 20, 2019"
197,com.disdukcapildaldukkbsulsel.disdukcapildaldukkbsulsel,Disdukcapil Dalduk KB Sulsel,0,0,0,129,Compro Innova Solution,dyahlistiana2017@gmail.com,,"Aug 6, 2019"
198,id.co.linyjayainformatika.easpirasiapp,eAspirasi DPRD SulSel,0,0,0,40,Egov Aplikasi LJI,office@linyjayainformatika.co.id,https://linyjayainformatika.co.id/,
199,id.co.linyjayainformatika.absensirapat,Smart Absen Rapat DPRD Prov. Sulawesi Selatan,0,0,0,0,Egov Aplikasi LJI,office@linyjayainformatika.co.id,https://linyjayainformatika.co.id/,
200,id.co.linyjayainformatika.smartabsensi,Absensi Sek.DPRD SulSel,0,0,0,117,Egov Aplikasi LJI,egoveaplikasi@gmail.com,https://linyjayainformatika.co.id/,
201,com.saberpunglisulsel.app,Saber Pungli SulSel,0,0,0,78,M.A.N,satgassaberpungli.sulselprov@gmail.com,https://saberpungli.sulselprov.go.id/,
202,com.sikudasulsel.sikuda,SIKUDA - Komoditas Sulsel,0,0,0,26,KumalaDev,fadli.kumala@gmail.com,http://sikudasulsel.com,"Oct 3, 2019"
203,com.kumaladev.latippa,LATIPPA Sulsel,0,0,0,9,KumalaDev,fadli.kumala@gmail.com,http://latippa.com,"Apr 11, 2019"
204,com.sigasulsel.siga,SIGA Sulsel,0,0,0,9,KumalaDev,fadli.kumala@gmail.com,http://dp3a.sulselprov.go.id/siga,
205,com.wPPIDBawasluSulteng_12752112,PPID Bawaslu Sulteng,0,0,0,14,Humdatin Bawaslu Sulteng,bawaslu.sulteng@gmail.com,https://ppid.sulteng.bawaslu.go.id/,"Dec 6, 2020"
206,com.bapendasulteng.samsatpublic,SAMSAT SULTENG,4.48,148,91,13629,Lombok App,bapendaprovsulteng@gmail.com,http://www.dispenda.sultengprov.go.id,
207,androidsiapgarda.sultengprov.com,Siapgarda Sulteng,4.428571,7,3,170,santi bensproduction,siapgarda@gmail.com,http://siapgarda.provsulteng.com,
208,com.technosstudio.e_office_mobile,E-OFFICE SULTRA,0,0,0,8,Techno's Studio,technos.studio@gmail.com,http://office.sultraprov.go.id,"Apr 29, 2021"
209,com.alfasigmainformatika.DprdSulawesiTenggara,DPRD PROVINSI SULAWESI TENGGARA,5,5,0,118,Alfa Sigma Informatika,alfasigmainformatika@gmail.com,http://dprd.sultraprov.go.id,
210,com.alfasigmainformatika.JdihSulawesiTenggara,JDIH PROVINSI SULAWESI TENGGARA,0,0,0,90,Alfa Sigma Informatika,jdih@sultraprov.go.id,http://jdih.sultraprov.go.id,
211,com.bs.info_pajak,IP SULTRA,4.5641026,39,25,3558,Bapenda_sultra,ppsipbapendasultra@gmail.com,,
212,com.disparda.northsulawesitourism,North Sulawesi Tourism,0,0,0,67,VD'sign Tech,support@v-design.web.id,https://www.v-design.web.id,"Apr 23, 2020"
213,com.ipds.sulut,SIPEDAS Mantap!,4.9310346,29,14,912,BPS Provinsi Sulawesi Utara,arifhandoyo@bps.go.id,http://sulut.bps.go.id,"Mar 20, 2018"
214,com.eabsen.mobile,Absensi Pemprov Sulut,4.754717,53,19,5116,BKD Provinsi Sulawesi Utara,bkd.sulut@gmail.com,https://bkd.sulutprov.go.id,
215,sulutprov.bkd.apps,BKD Prov Sulut Digital,4.736842,19,7,2544,BKD Provinsi Sulawesi Utara,bkd.sulut@gmail.com,https://bkd.sulutprov.go.id/,
216,com.Info.Info,Info Pajak Kendaraan Sulut,4.4578314,1666,639,185910,Bapenda Prov. Sulut,bapenda.sulutprov@gmail.com,http://dispenda.sulutprov.go.id,
217,com.disparda.northsulawesitourism,North Sulawesi Tourism,0,0,0,67,VD'sign Tech,support@v-design.web.id,https://www.v-design.web.id,"Apr 23, 2020"
218,com.diskominfo.alsintanmobile,Alsintan Sumbar,0,0,0,157,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://alsintan.pertanian.sumbarprov.go.id/,"Sep 15, 2019"
219,com.diskominfo.sumbar.asik,Asik Sumbar,0,0,0,57,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Sep 10, 2019"
220,com.diskominfo.sumbar.gemanagari,Gema Nagari Sumbar,0,0,0,24,Diskominfo Sumbar,diskop@sumbarprov.go.id,http://diskopukm.sumbarprov.go.id/,"Feb 11, 2020"
221,com.diskominfo.sumbar.silaharmobile,Silahar Sumbar,0,0,0,94,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Mar 25, 2020"
222,com.diskominfo.sumbar.silopeli,Inlovest Sumbar,0,0,0,71,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,https://dpmptsp.sumbarprov.go.id/,"Sep 17, 2020"
223,com.diskominfo.sumbar.sipantau,Sipantau Sumbar,0,0,0,397,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Apr 7, 2020"
224,com.diskominfo.sumbar.sumbartv,Sumbar Hub,0,0,0,191,Diskominfo Sumbar,diskominfosumbar.dev@gmail.com,https://badanpenghubung.sumbarprov.go.id/,"Oct 23, 2019"
225,com.diskominfosumbar.dashboardegov,Dashboard Sumbar,4.571429,7,5,321,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://egov.sumbarprov.go.id/,"Jul 18, 2019"
226,com.esign.monajuwitas.suratapl,E-Sign Sumbar,4.4871793,39,20,1382,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Jul 10, 2019"
227,com.kominfo.simaya,Surek Sumbar,4.9375,16,5,744,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Jun 11, 2019"
228,com.surya.diskominfosumbar.onsmart,OnSMART,5,6,5,169,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Jul 15, 2019"
229,id.go.sumbarprov.bkeuda.esamsatsumbar,e-Samsat Sumbar,3.63,143,74,23858,B.Keuda Prov. Sumbar,nefo424@gmail.com,https://dpkd.sumbarprov.go.id,"Mar 11, 2020"
230,id.rmolsumbar.app,RMOL SUMBAR - Situasi Terkini Sumatera Barat,0,0,0,32,r-tech.io,cs@rmolsumbar.id,https://rmolsumbar.id,"Jan 13, 2020"
231,prov.sumbar.sppdsumbar,E-SPPD Provinsi Sumatera Barat,4.285714,7,1,512,Pemerintah Kota Payakumbuh,monahelissa@gmail.com,http://e-sppd.sumbarprov.go.id,"Nov 18, 2018"
232,com.surya.diskominfosumbar.onsmart,OnSMART,5,6,5,169,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Jul 15, 2019"
233,id.go.sumbarprov.bkeuda.esamsatsumbar,e-Samsat Sumbar,3.63,143,74,23858,B.Keuda Prov. Sumbar,nefo424@gmail.com,https://dpkd.sumbarprov.go.id,"Mar 11, 2020"
234,com.kominfo.simaya,Surek Sumbar,4.9375,16,5,744,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Jun 11, 2019"
235,com.diskominfosumbar.dashboardegov,Dashboard Sumbar,4.571429,7,5,321,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://egov.sumbarprov.go.id/,"Jul 18, 2019"
236,com.diskominfo.sumbar.silaharmobile,Silahar Sumbar,0,0,0,94,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Mar 25, 2020"
237,com.diskominfo.sumbar.silopeli,Inlovest Sumbar,0,0,0,71,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,https://dpmptsp.sumbarprov.go.id/,"Sep 17, 2020"
238,com.diskominfo.sumbar.sumbartv,Sumbar Hub,0,0,0,191,Diskominfo Sumbar,diskominfosumbar.dev@gmail.com,https://badanpenghubung.sumbarprov.go.id/,"Oct 23, 2019"
239,com.esign.monajuwitas.suratapl,E-Sign Sumbar,4.4871793,39,20,1382,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Jul 10, 2019"
240,com.diskominfo.alsintanmobile,Alsintan Sumbar,0,0,0,157,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://alsintan.pertanian.sumbarprov.go.id/,"Sep 15, 2019"
241,com.diskominfo.sumbar.gemanagari,Gema Nagari Sumbar,0,0,0,24,Diskominfo Sumbar,diskop@sumbarprov.go.id,http://diskopukm.sumbarprov.go.id/,"Feb 11, 2020"
242,com.diskominfo.sumbar.asik,Asik Sumbar,0,0,0,57,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Sep 10, 2019"
243,com.surya.diskominfo.kubedprd,Kube DPRD,0,0,0,53,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Sep 10, 2019"
244,com.surya.diskominfo.gunatanahku,Guna Tanahku,0,0,0,39,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,https://sumbarprov.go.id,"Mar 4, 2020"
245,com.diskominfo.sumbar.sipantau,Sipantau Sumbar,0,0,0,397,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,http://diskominfo.sumbarprov.go.id,"Apr 7, 2020"
246,com.surya.kominfosumbar.mtqnasional,Info MTQ Sumbar,4.825,80,37,6785,Diskominfo Sumbar,diskominfo@sumbarprov.go.id,https://mtq28.sumbarprov.go.id/,"Nov 9, 2020"
247,com.dapobud.sumsel.app,DAPOBUD Sumsel,4.25,12,5,1390,CyDev,leo@cydev.co.id,https://cydev.co.id/,"Nov 21, 2019"
248,com.digitalfusi.lpsesumselmonitor,LPSE Sumsel Monitor,0,0,0,211,Difu Kreasi,difukreasi@gmail.com,http://kreasi.digitalfusi.com,"Oct 3, 2015"
249,io.gitlab.ramadhansutejo.humassumselmobile,Humas Sumsel Mobile,0,0,0,16,CV. Global Pelita Mandiri,sumsel@sumselprov.go.id,http://humas.sumselprov.go.id,"Oct 19, 2019"
250,com.sumsel.app,Exotica South Sumatra,0,0,0,28,Dinas Kebudayaan dan Pariwisata Sumatra Selatan,sumsel.developer@gmail.com,http://southsumatratourism.com/,"Feb 12, 2018"
251,rsud.siti_fatimah.pendaftaran,RSUD SITI FATIMAH SIM RS,0,0,0,0,IT RSUD Siti Fatimah Prov Sumsel,itrsudprovsumsel@gmail.com,http://rsud.sumselprov.go.id/,"Aug 8, 2021"
252,sumut.smart.ssp,Sumut Smart Province,3.7692308,13,10,618,Dinas Komunikasi dan Informatika Provsu,smartprovince@sumutprov.go.id,http://smartprovince.sumutprov.go.id/,"Sep 6, 2020"
253,id.go.sumutprov.asn.e_absensi,E-Absensi ASN Sumut,4.5283017,1795,587,38956,Diskominfo Sumatera Utara,kominfo.egov.sumut@gmail.com,http://diskominfo.sumutprov.go.id,
254,sumut.smart.ssp,Sumut Smart Province,3.7692308,13,10,618,Dinas Komunikasi dan Informatika Provsu,smartprovince@sumutprov.go.id,http://smartprovince.sumutprov.go.id/,"Sep 6, 2020"
255,id.go.jogjaprov.eoffice,E-Office Pemda DIY,0,0,0,161,Pemda DIY,mail@jogjaprov.go.id,http://kantor.jogjaprov.go.id/,"Jul 16, 2019"
256,id.go.jogjaprov.jogjaistimewa,Jogja Istimewa,4.152174,1837,880,139598,Pemda DIY,diskominfo@jogjaprov.go.id,http://jogjaprov.go.id,"Sep 13, 2015"
257,mam.reader.ijogja,iJogja,3.91,370,200,29149,DPAD Daerah Istimewa Yogyakarta,dpad@jogjaprov.go.id,http://dpad.jogjaprov.go.id,"Aug 2, 2016"
258,id.go.jogjaprov.jogjaistimewa,Jogja Istimewa,4.152174,1837,880,139598,Pemda DIY,diskominfo@jogjaprov.go.id,http://jogjaprov.go.id,"Sep 13, 2015"
259,mam.reader.ijogja,iJogja,3.91,370,200,29149,DPAD Daerah Istimewa Yogyakarta,dpad@jogjaprov.go.id,http://dpad.jogjaprov.go.id,"Aug 2, 2016"
260,id.go.jogjaprov.eoffice,E-Office Pemda DIY,0,0,0,161,Pemda DIY,mail@jogjaprov.go.id,http://kantor.jogjaprov.go.id/,"Jul 16, 2019"
261,com.visitingjogja,Visiting Jogja,4.792079,116,69,21417,Dinas Pariwisata DIY,dispar@visitingjogja.com,https://visitingjogja.com,
262,dev.atsoft.mobile_presence,e-Prima,3.5049505,220,124,13435,Pemda DIY,bkd@jogjaprov.go.id,http://bkd.jogjaprov.go.id,
263,io.jmc.elapordiy,E-LAPOR DIY,3.75,60,37,3992,Pemda DIY,bidangmi.kominfo@gmail.com,http://lapor.jogjaprov.go.id/,
264,com.radikko.aldrien.jsonvalley,infopkbdiy,2.6764705,701,429,140436,dppka dev,zencky79@gmail.com,http://infonjkbdiy.com,"Sep 14, 2018"
265,id.go.jogjaprov.siga,SIGA DIY Mobile,5,16,12,450,DP3AP2 DIY,digsa.dp3ap2diy@gmail.com,,
266,org.btkpdiy.lumbungbudayajogja,Lumbung Budaya Jogja,4.3333335,36,15,1870,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,http://www.btkp-diy.or.id,"Sep 9, 2015"
267,com.Quack.BinaWicaraV2,Bina Wicara Ver2.0,4.1,20,8,3882,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,http://www.btkp-diy.or.id,
268,com.ebook.penyerta.Tunagrahita,ABK Tunagrahita,0,0,0,92,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,http://www.btkp-diy.or.id,
269,com.ebook.penyerta.Autisme2,ABK Autis,0,0,0,440,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,http://www.btkp-diy.or.id,
270,com.ebook.penyerta.Tunagrahita,ABK Tunagrahita,0,0,0,92,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,http://www.btkp-diy.or.id,
271,com.ebook.penyerta.Tunadaksa,Tunadaksa - Menggosok Gigi,0,0,0,6,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,,
272,com.quack.BinaDiri,Bina Diri,0,0,0,62,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,,
273,id.ahn.wisataedukasi,Wisata Edukasi,4.142857,14,7,855,Balai Tekkomdik Dinas Dikpora DIY,btkpyogyakarta@gmail.com,http://btkp-diy.or.id,
274,com.fa.absensionline.aceh,Absensi Online Aceh,3.7130435,225,103,17690,Dinas Komunikasi Informatika dan Persandian Aceh,fuad.arradhi@gmail.com,https://fuadarradhi.com,
275,com.dsi.LKH_DAI,LKH DAI,3.8214285,28,17,523,Dinas Komunikasi Informatika dan Persandian Aceh,diskominfo@acehprov.go.id,http://acehprov.go.id,
276,aceh.diskominsa.haba,HABA (Halaman Berita Aceh),4.652174,23,12,1170,Dinas Komunikasi Informatika dan Persandian Aceh,edi.sgs@gmail.com,https://haba.acehprov.go.id,
277,aceh.diskominsa.ppid.mobile,PPID Aceh,0,0,0,64,Dinas Komunikasi Informatika dan Persandian Aceh,edi.sgs@gmail.com,https://ppid.acehprov.go.id,
278,com.fa.absensionline.kejatiaceh,Presensi Online Kejaksaan Tinggi Aceh,0,0,0,19,Dinas Komunikasi Informatika dan Persandian Aceh,fuad.arradhi@gmail.com,https://fuadarradhi.com,
279,com.simasamobile,SIMASA,4.6666665,9,7,320,Dinas Komunikasi Informatika dan Persandian Aceh,diskominfosa2018@gmail.com,http://simasa.latih.id,
280,com.babelprov.ppidbabel,PPID Provinsi Kepulauan Bangka Belitung,4.8,10,8,288,Dinas Kominfo Prov. Kep. Bangka Belitung,mr.erman.arif@gmail.com,,
281,id.kubuku.kbk11285c3,ePusda Provinsi Kepulauan Bangka Belitung,0,0,0,467,PT. Enam Kubuku Indonesia,info@kubuku.co.id,http://www.kubuku.co.id,
282,com.sikkepo,SIKKEPO Mobile,4.26,158,62,7047,sikkepo.com,sikkepo.mobile@gmail.com,http://www.sikkepo.com,
